"HyrCV";"HYR";"MPGRP";"TI";"INTRO";"POS"
"0009571";"KAAAF";false;"Acyluréidopénicillines";"Ce chapitre concerne la pipéracilline, toujours associée au tazobactam, un inhibiteur des β-lactamases.
 

**_Positionnement_**

  
  - L'association pipéracilline + tazobactam est réservée aux infections (nosocomiales) sévères (RCP). 
  - **Spectre et résistances** 
    - L'ajout de tazobactam (comme inhibiteur des β-lactamases) à la pipéracilline étend l’activité de l'antibiotique à un grand nombre de micro-organismes producteurs de β-lactamases. 
    - Le spectre antibactérien couvre de nombreux micro-organismes à Gram négatif (y compris les souches de Pseudomonas, les entérobactéries, Klebsiella et Serratia) et la plupart des anaérobies (notamment _Bacteroides fragilis_), ainsi que les streptocoques et _Enterococcus faecalis_. En milieu hospitalier, les bacilles Gram négatif (_Enterobacter spp, Klebsiella spp, E. coli_) sont cependant de plus en plus résistants en raison de la présence et de la propagation de nouvelles β-lactamases (les β-lactamases dites à ""spectre étendu” (ESBL) et les carbapénémases) et d'autres mécanismes de résistance.  
 

**_Contre-indications_**

  
  - Hypersensibilité aux pénicillines IgE-médiée. 
 

**_Effets indésirables_**

  
  - [Voir 11.1. Antibactériens](http://www.cbip.be/fr/contents/9431) et [ 11.1.1.1. Pénicillines](http://www.cbip.be/fr/contents/9456) 
 

**_Grossesse et allaitement_**

  
  - Pipéracilline + tazobactam: il n'est pas possible de se prononcer sur la sécurité d'emploi de cette association pendant la grossesse (pas ou peu d’informations). 
 

**_Interactions_**

  
  - [Voir 11.1. Antibactériens](http://www.cbip.be/fr/contents/9431) 
  - Toxicité accrue du méthotrexate en cas d’association à une pénicilline. 
 ";
"0009589";"KAAAFA";true;"Pipéracilline + tazobactam";;"- adulte: 16 g (pipéracilline) p.j. en 4 prises 
- enfant &lt; 12 ans: 320 mg (pipéracilline)/kg/j. en 4 prises (max. 16 g/j.)"
"0009597";"KAAB";false;"Céphalosporines";"Les céphalosporines possèdent, comme les pénicillines, un cycle β-lactame et leur mécanisme d'action est comparable, mais leur cycle β-lactame est moins sensible à la dégradation par les β-lactamases.
 

**_Positionnement_**

  
  - En pratique ambulatoire, les céphalosporines sont rarement prescrites en premier choix. Dans le cadre d’une politique antibiotique responsable, en cas d’infection respiratoire, une dose suffisamment élevée d’amoxicilline sera préférée, car elle est efficace dans &gt; 99% des infections à pneumocoques. 
  - Les céphalosporines ont une place en cas de résistance documentée à la pénicilline ou aux aminopénicillines. 
  - Les céphalosporines ont une place en cas d’allergie documentée à la pénicilline non IgE-médiée. 
  - En cas d’allergie documentée à la pénicilline IgE-médiée, les céphalosporines de première ne sont pas des alternatives aux pénicillines. En revanche, le céfuroxime (deuxième génération) et les céphalosporines de troisième et quatrième génération peuvent être utilisés, à condition de surveiller le patient en milieu hospitalier. 
  - Étant donné que les éruptions maculo-papuleuses non allergiques dues aux aminopénicillines ne constituent pas une réaction allergique, les antécédents d’une telle réaction ne sont pas une raison pour éviter l’utilisation des céphalosporines. 
  - **Spectre et résistances** 
    - Les céphalosporines sont actives sur les staphylocoques producteurs de β-lactamases mais – à l’exception de la céfaroline - pas sur les staphylocoques résistants à la méticilline (MRSA). Les entérocoques sont par nature résistants à presque toutes les céphalosporines. 
    - Les céphalosporines sont inactives sur les bactéries dites “atypiques” (_Mycoplasma pneumoniae, Chlamydia_) et le _Legionella pneumophila_.  
 

**_Effets indésirables_**

  
  - [Voir 11.1. Antibactériens](http://www.cbip.be/fr/contents/9431) 
  - Réactions allergiques (y compris choc anaphylactique); 2,5 à 10% des patients avec une allergie à la pénicilline médiée par des IgE sont également allergiques aux céphalosporines de première, de deuxième (à l’exception du céfuroxime) et de cinquième génération ([voir 11.1.1.1. Pénicillines](http://www.cbip.be/fr/contents/9456)). 
  - Infections à _Clostridioides difficile_. 
  - Troubles hématologiques (entre autres anémie hémolytique, décrite surtout avec la ceftriaxone). 
  - Troubles neurologiques, surtout en cas de réduction insuffisante de la dose des céphalosporines de troisième et quatrième génération en présence d’insuffisance rénale. 
  - Troubles hépatiques et néphrotoxicité: rare. 
 

**_Interactions_**

  
  - [Voir 11.1. Antibactériens](http://www.cbip.be/fr/contents/9431) 
  - Risque accru de néphrotoxicité en cas d'association à des aminoglycosides ou à des diurétiques de l'anse: rare. 
 ";
"0009605";"KAABA";false;"Première génération";"Ce chapitre concerne le céfadroxil, la céfalexine et la céfazoline.
 

**_Positionnement_**

  
  - [Voir 11.1.1.2. Céphalosporines](http://www.cbip.be/fr/contents/9597) 
  - **Spectre et résistances** 
    - Pour les céphalosporines en général, [voir 11.1.1.2. Céphalosporines](http://www.cbip.be/fr/contents/9597) 
    - Les céphalosporines de première génération sont actives sur les streptocoques, mais moins que la pénicilline G. 
    - Ces céphalosporines ont une activité limitée vis-à-vis des bacilles Gram négatif, tels que _Escherichia coli_ et _Klebsiella_. 
    - Elles ne sont presque pas actives sur _Haemophilus influenzae_.  
  - Ces céphalosporines passent difficilement la barrière hémato-encéphalique et ne peuvent donc pas être utilisées dans les méningites. 
  - Le céfadroxil et la céfalexine sont presque entièrement absorbés après administration orale. 
  - **Indications principales en pratique ambulatoire selon la BAPCOC ([11.5. BAPCOC – Guide belge de traitement anti-infectieux en pratique ambulatoire - 2022](http://www.cbip.be/fr/contents/8000010))** 
    - Infections respiratoires: les céphalosporines de première génération ont un spectre d'action moins approprié que les céphalosporines de deuxième génération pour traiter une infection à pneumocoques chez un patient présentant une allergie à la pénicilline non IgE médiée. Les céphalosporines de deuxième génération sont une option bien documentée dans cette indication en pratique ambulatoire. Leur biodisponibilité n’étant pas optimale, elles ne sont pas recommandées dans les infections graves telles que la pneumonie. 
    - Mal de gorge aigu lorsque des antibiotiques sont indiqués: céfadroxil (enfants et adultes) ou céfalexine (adultes). 
    - Infections peau et tissus mous 
      - Impétigo, lorsque le traitement local s’avère insuffisant [[voir aussi Folia de novembre 2018](http://www.cbip.be/fr/articles/query?number=F45F11B)]: le céfadroxil (chez l’enfant et l’adulte) et la céfalexine (chez l’adulte) constituent une alternative à la flucloxacilline. Le céfadroxil sirop n’est plus disponible depuis juin 2022 [voir Informations récentes de juillet 2022]. 
      - Mastite du postpartum: chez les patients présentant une allergie à la pénicilline non IgE-médiée lorsque des antibiotiques sont indiqués ([voir 11.1.1.1.2. Pénicillines à spectre étroit résistantes aux pénicillinases](http://www.cbip.be/fr/contents/9480)).   
  - **Indications qui ne figurent pas dans le guide BAPCOC** 
    - La céfazoline administrée par voie parentérale est principalement utilisée en prophylaxie périopératoire. 
    - Prophylaxie de l’endocardite: en cas d’interventions dentaires spécifiques chez des patients à haut risque présentant une allergie à la pénicilline non IgE-médiée: céfalexine ou céfadroxil.  
 

**_Contre-indications_**

  
  - Hypersensibilité aux pénicillines IgE-médiée (voir _rubrique ""Effets indésirables""_ au [point 11.1.1.1. Pénicillines](http://www.cbip.be/fr/contents/9456)). 
 

**_Effets indésirables_**

  
  - [Voir 11.1. Antibactériens](http://www.cbip.be/fr/contents/9431) _et_ [11.1.1.2. Céphalosporines](http://www.cbip.be/fr/contents/9597) 
 

**_Grossesse et allaitement_**

  
  - Céfadroxil, céfalexine et céfazoline: les données d'utilisation de ces préparations pendant la grossesse sont limitées mais rassurantes (pas de signal de malformations congénitales ou d'autres effets indésirables chez l’enfant selon nos sources). 
 

**_Interactions_**

  
  - [Voir 11.1. Antibactériens](http://www.cbip.be/fr/contents/9431) _et_ [ 11.1.1.2. Céphalosporines](http://www.cbip.be/fr/contents/9597) 
  - Céfazoline: augmentation de l'effet des antagonistes de la vitamine K. 
 ";
"0009613";"KAABAA";true;"Céfadroxil";;"mal de gorge aigu      
  - adulte: 2 g p.j. en 2 prises pendant 7 jours 
  - enfant: 30 mg/kg/j. en 2 prises pendant 7 jours 
     
impétigo      
  - adulte: 2 g p.j. en 2 prises pendant 7 jours 
  - enfant: 30 mg/kg/j. en 2 ou 3 prises pendant 7 jours 
   "
"0009621";"KAABAB";true;"Céfalexine";;": adulte:
- mal de gorge aigu : 2 g p.j. en 2 prises pendant 7 jours
- impétigo: 1 à 4 g p.j. en 2 à 4 prises pendant 7 jours
- mastite du postpartum: 2 g p.j. en 4 prises pendant 10 à 14 jours"
"0009639";"KAABAC";true;"Céfazoline";;
"8001190";"KECIC";true;"Références";"- Adaptation des recommandations e Duodecim : ‘Postpartum mastitis’ therapie en opvolging. Masterproef Katrien Danhieux (2018).    Disponible via: https://www.icho-info.be/application/content/thesislist 
  - Mastite puerpérale – 2017. https://www.ebpnet.be/fr/pages/display.aspx?ebmid=ebm01000 
  - NHG – Zwangerschap en kraamperiode – 2015. https://www.nhg.org/standaarden/samenvatting/zwangerschap-en-kraamperiode 
 ";
"8001414";"KECJ";false;"Candidoses et autres mycoses cutanées (Intertrigo ; dermatite des langes ; tinea pedis, corporis, cruris)";;
"0009654";"KAABB";false;"Deuxième génération";"Ce chapitre concerne le céfuroxime.
 

**_Positionnement_**

  
  - [Voir 11.1.1.2. Céphalosporines](http://www.cbip.be/fr/contents/9597) 
  - Les céphalosporines de deuxième génération par voie intraveineuse sont surtout indiquées dans les infections nécessitant une hospitalisation (p.ex. pneumonie sévère, infections intra-abdominales, infections de plaies) et dans les infections nosocomiales. 
  - Le céfuroxime axétil n'est absorbé qu'à 40% après administration orale. Il n'est donc pas recommandé dans les infections graves telles que la pneumonie. 
  - **Spectre et résistances** 
    - Pour les céphalosporines en général, [voir 11.1.1.2. Céphalosporines](http://www.cbip.be/fr/contents/9597) 
    - Les céphalosporines de deuxième génération sont en général moins actives que les céphalosporines de première génération sur les streptocoques et les staphylocoques. 
    - Elles ont un spectre d'activité plus large sur les bacilles Gram négatif (notamment _Haemophilus influenzae, Moraxella catharralis_) grâce à leur meilleure résistance aux β-lactamases. 
    - Le céfuroxime est actif sur _Haemophilus influenzae_ mais n’est pas indiqué dans les infections graves à _Haemophilus influenzae_ telles que les épiglottites. 
    - Il existe une résistance acquise croissante des bacilles à Gram négatif (_Enterobacter spp, Klebsiella spp, E. coli_) due à la présence et à la propagation de β-lactamases dites “à spectre étendu” (ESBL). Pseudomonas est résistant par nature.  
  - Pour traiter une infection à pneumocoques chez un patient présentant une allergie à la pénicilline non IgE-médiée, les céphalosporines de deuxième génération sont plus appropriées, en pratique ambulatoire, que celles de première génération. 
  - **Indications principales en pratique ambulatoire selon la BAPCOC ([11.5. BAPCOC – Guide belge de traitement anti-infectieux en pratique ambulatoire - 2022](http://www.cbip.be/fr/contents/8000010))** 
    - Céfuroxime axétil 
      - Infections respiratoires 
        - Infections respiratoires: sa biodisponibilité n’étant pas optimale, le céfuroxime axétil n’est pas recommandé dans les infections graves telles que la pneumonie. 
        - Enfants présentant une allergie à la pénicilline non IgE-médiée: otite moyenne aiguë et rhinosinusite aiguë, lorsqu’une antibiothérapie est indiquée. 
        - Adultes présentant une allergie à la pénicilline non IgE-médiée: otite moyenne aiguë, lorsqu’une antibiothérapie est indiquée.  
      - Cystite chez l’enfant lorsque la nitrofurantoïne ne peut pas être utilisée.   
 

**_Contre-indications_**

  
  - Hypersensibilité aux pénicillines IgE-médiée (voir _rubrique ""Effets indésirables""_ au [point 11.1.1.1. Pénicillines](http://www.cbip.be/fr/contents/9456)). 
 

**_Effets indésirables et interactions_**

  
  - [Voir 11.1. Antibactériens](http://www.cbip.be/fr/contents/9431) _et_ [ 11.1.1.2. Céphalosporines](http://www.cbip.be/fr/contents/9597) 
 

**_Grossesse et allaitement_**

  
  - Céfuroxime: les données d'utilisation de cette préparation pendant la grossesse sont limitées mais rassurantes (pas de signal de malformations congénitales ou d'autres effets indésirables chez l’enfant selon nos sources). 
 ";
